UNITID,MDCOST_ALL,GRAD_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,MDEARN_PD,COUNT_NWNE_1YR,COUNT_WNE_1YR,PCTPELL,CDR2,CDR3,PELL_EVER,RPY_7YR_RT,GT_THRESHOLD_P11,COUNT_ED,AGE_ENTRY,FEMALE,MARRIED,DEPENDENT,VETERAN,FIRST_GEN,FAMINC,POVERTY_RATE,UNEMP_RATE
11339701,NA,9939,7000,6815.5,NA,NA,NA,NA,NA,0.159,0.9040742651,0.5217391304,NA,NA,26.172253739,0.9530685921,0.204228984,0.3579164518,0.0077359464,0.5534124629,22565.535843,NA,NA
11339702,NA,9939,7000,6815.5,NA,NA,NA,NA,NA,0.159,0.9040742651,0.5217391304,NA,NA,26.172253739,0.9530685921,0.204228984,0.3579164518,0.0077359464,0.5534124629,22565.535843,NA,NA
11339703,NA,9939,7000,6815.5,NA,NA,NA,NA,NA,0.159,0.9040742651,0.5217391304,NA,NA,26.172253739,0.9530685921,0.204228984,0.3579164518,0.0077359464,0.5534124629,22565.535843,NA,NA
11339704,NA,9939,7000,6815.5,NA,NA,NA,NA,NA,0.159,0.9040742651,0.5217391304,NA,NA,26.172253739,0.9530685921,0.204228984,0.3579164518,0.0077359464,0.5534124629,22565.535843,NA,NA
11339705,NA,9939,7000,6815.5,NA,NA,NA,NA,NA,0.159,0.9040742651,0.5217391304,NA,NA,26.172253739,0.9530685921,0.204228984,0.3579164518,0.0077359464,0.5534124629,22565.535843,NA,NA
11339706,NA,9939,7000,6815.5,NA,NA,NA,NA,NA,0.159,0.9040742651,0.5217391304,NA,NA,26.172253739,0.9530685921,0.204228984,0.3579164518,0.0077359464,0.5534124629,22565.535843,NA,NA
11339708,NA,9939,7000,6815.5,NA,NA,NA,NA,NA,0.159,0.9040742651,0.5217391304,NA,NA,26.172253739,0.9530685921,0.204228984,0.3579164518,0.0077359464,0.5534124629,22565.535843,NA,NA
11339709,NA,9939,7000,6815.5,NA,NA,NA,NA,NA,0.159,0.9040742651,0.5217391304,NA,NA,26.172253739,0.9530685921,0.204228984,0.3579164518,0.0077359464,0.5534124629,22565.535843,NA,NA
11390801,NA,9838,6410,8584.5,NA,NA,NA,NA,NA,0.223,0.8937853107,NA,NA,NA,25.779661017,0.8372881356,0.1389830508,0.381920904,NA,0.5800653595,23315.158192,NA,NA
11390802,NA,9838,6410,8584.5,NA,NA,NA,NA,NA,0.223,0.8937853107,NA,NA,NA,25.779661017,0.8372881356,0.1389830508,0.381920904,NA,0.5800653595,23315.158192,NA,NA
11390803,NA,9838,6410,8584.5,NA,NA,NA,NA,NA,0.223,0.8937853107,NA,NA,NA,25.779661017,0.8372881356,0.1389830508,0.381920904,NA,0.5800653595,23315.158192,NA,NA
11390804,NA,9838,6410,8584.5,NA,NA,NA,NA,NA,0.223,0.8937853107,NA,NA,NA,25.779661017,0.8372881356,0.1389830508,0.381920904,NA,0.5800653595,23315.158192,NA,NA
11407101,NA,10200,8525,10953.5,NA,NA,NA,NA,NA,0.13,0.9083333333,0.6085526316,NA,NA,26.470833333,0.9375,0.1638888889,0.3875,NA,0.5677655678,20302.215278,NA,NA
11408001,NA,10014.5,NA,NA,NA,NA,NA,NA,NA,0.221,0.9495614035,0.364,NA,NA,25.638157895,0.9561403509,0.1293859649,0.3859649123,NA,0.5465838509,17895.778509,NA,NA
11458501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11473401,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11508303,NA,25375,15500,16782,NA,NA,NA,NA,NA,0.02,0.5779467681,0.7180851064,NA,NA,33.384030418,0.5247148289,0.2851711027,0.0988593156,NA,0.4414414414,51956.961977,NA,NA
11508305,NA,25375,15500,16782,NA,NA,NA,NA,NA,0.02,0.5779467681,0.7180851064,NA,NA,33.384030418,0.5247148289,0.2851711027,0.0988593156,NA,0.4414414414,51956.961977,NA,NA
11508306,NA,25375,15500,16782,NA,NA,NA,NA,NA,0.02,0.5779467681,0.7180851064,NA,NA,33.384030418,0.5247148289,0.2851711027,0.0988593156,NA,0.4414414414,51956.961977,NA,NA
11577301,NA,31334,18743,11000,NA,NA,NA,NA,NA,0.103,0.8657534247,0.466507177,NA,NA,27.550684932,0.7068493151,0.2164383562,0.3452054795,NA,0.5376344086,27318.750685,NA,NA
11635001,NA,13929.5,10556,11266,NA,NA,NA,NA,NA,0.11,0.7688984881,NA,NA,NA,24.250539957,0.8574514039,0.0971922246,0.5464362851,NA,0.4111675127,38380.365011,NA,NA
11643901,NA,5500,5250,5500,NA,NA,NA,NA,NA,0.089,0.978786751,0.6425855513,NA,NA,24.18756978,0.5120952735,0.1097878675,0.6602158541,0.0081875698,0.4286351472,22166.924079,NA,NA
11835602,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835603,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835605,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835606,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835607,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835608,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835609,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835610,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835611,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835612,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835613,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835614,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11835615,NA,10106.5,8556,8513.5,NA,NA,NA,NA,NA,0.242,0.9289520426,0.4218686251,NA,NA,25.416899264,0.840903324,0.157320477,0.3768079168,0.0058360822,0.5652802893,18665.103781,NA,NA
11854101,NA,19000,12000,12250,NA,NA,NA,NA,NA,0.128,0.7042889391,0.6056338028,NA,NA,21.182844244,0.5778781038,0.0293453725,0.8510158014,NA,0.4204851752,61024.751693,NA,NA
11892101,NA,9849,6333,9655.5,NA,NA,NA,NA,NA,0.26,0.9340885685,0.5190839695,NA,NA,26.028836251,0.8722966014,0.1730175077,0.324407827,NA,0.5130674003,17360.158599,NA,NA
11892102,NA,9849,6333,9655.5,NA,NA,NA,NA,NA,0.26,0.9340885685,0.5190839695,NA,NA,26.028836251,0.8722966014,0.1730175077,0.324407827,NA,0.5130674003,17360.158599,NA,NA
11892103,NA,9849,6333,9655.5,NA,NA,NA,NA,NA,0.26,0.9340885685,0.5190839695,NA,NA,26.028836251,0.8722966014,0.1730175077,0.324407827,NA,0.5130674003,17360.158599,NA,NA
11917301,NA,25000,19833,15125,NA,NA,NA,NA,NA,0.043,0.6848271822,0.7669172932,NA,NA,24.111306385,0.9267721148,0.0972466315,0.6432337434,NA,0.4841269841,48684.858231,NA,NA
12240901,NA,15643,12894.5,13196.5,NA,NA,NA,NA,NA,0.036,0.6940851102,0.784338896,NA,NA,22.422696048,0.5717726827,0.0591488982,0.7220983139,0.0044607012,0.3856738163,55065.685253,NA,NA
12265801,NA,5250,3500,3500,NA,NA,NA,NA,NA,0.223,0.993895966,0.3777452416,NA,NA,24.768179406,0.5745753715,0.1035031847,0.5829352442,0.0082271762,0.5782349756,19360.00491,NA,NA
12268501,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268502,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268503,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268504,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268505,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268506,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268507,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268508,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268510,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268511,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268512,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12268513,NA,18189,10500,15299,NA,NA,NA,NA,NA,0.18,0.9088604217,0.4215995546,NA,NA,25.976247665,0.7215105418,0.1982919669,0.3594875901,0.0184147318,0.5774522065,23328.662397,NA,NA
12293101,NA,20982,19500,19500,NA,NA,NA,NA,NA,0.022,0.350658858,0.9202898551,NA,NA,20.39238653,0.5168374817,0.0256222548,0.9084919473,NA,0.1818873668,122621.29795,NA,NA
12358101,NA,21000,19344,9734.5,NA,NA,NA,NA,NA,0.095,0.8384279476,0.3936170213,NA,NA,25.296943231,0.0917030568,0.0917030568,0.4410480349,NA,0.4126984127,27880.135371,NA,NA
12434401,NA,10071,7000,6470,NA,NA,NA,NA,NA,0.215,0.9061452514,0.5272727273,NA,NA,25.231284916,0.9474860335,0.1910614525,0.4111731844,NA,0.5727136432,22940.040223,NA,NA
12434402,NA,10071,7000,6470,NA,NA,NA,NA,NA,0.215,0.9061452514,0.5272727273,NA,NA,25.231284916,0.9474860335,0.1910614525,0.4111731844,NA,0.5727136432,22940.040223,NA,NA
12468104,NA,9500,9500,9500,NA,NA,NA,NA,NA,0.259,0.9356918239,0.3717045683,NA,NA,26.117767296,0.6753144654,0.1360062893,0.4143081761,0.0108490566,0.648504815,17482.548585,NA,NA
12468105,NA,9500,9500,9500,NA,NA,NA,NA,NA,0.259,0.9356918239,0.3717045683,NA,NA,26.117767296,0.6753144654,0.1360062893,0.4143081761,0.0108490566,0.648504815,17482.548585,NA,NA
12468106,NA,9500,9500,9500,NA,NA,NA,NA,NA,0.259,0.9356918239,0.3717045683,NA,NA,26.117767296,0.6753144654,0.1360062893,0.4143081761,0.0108490566,0.648504815,17482.548585,NA,NA
12468107,NA,9500,9500,9500,NA,NA,NA,NA,NA,0.259,0.9356918239,0.3717045683,NA,NA,26.117767296,0.6753144654,0.1360062893,0.4143081761,0.0108490566,0.648504815,17482.548585,NA,NA
12468108,NA,9500,9500,9500,NA,NA,NA,NA,NA,0.259,0.9356918239,0.3717045683,NA,NA,26.117767296,0.6753144654,0.1360062893,0.4143081761,0.0108490566,0.648504815,17482.548585,NA,NA
12468109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2537646403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12468110,NA,9500,9500,9500,NA,NA,NA,NA,NA,0.259,0.9356918239,0.3717045683,NA,NA,26.117767296,0.6753144654,0.1360062893,0.4143081761,0.0108490566,0.648504815,17482.548585,NA,NA
12468111,NA,9500,9500,9500,NA,NA,NA,NA,NA,0.259,0.9356918239,0.3717045683,NA,NA,26.117767296,0.6753144654,0.1360062893,0.4143081761,0.0108490566,0.648504815,17482.548585,NA,NA
12468112,NA,9500,9500,9500,NA,NA,NA,NA,NA,0.259,0.9356918239,0.3717045683,NA,NA,26.117767296,0.6753144654,0.1360062893,0.4143081761,0.0108490566,0.648504815,17482.548585,NA,NA
12682701,NA,31488.5,6419,6334,NA,NA,NA,NA,NA,0.177,0.9003867739,0.4650290308,NA,NA,33.662141665,0.6370392841,0.310746246,0.0766722281,0.0516077658,0.5436296403,19795.004474,NA,NA
12868301,NA,25167,15248,9500,NA,NA,NA,NA,NA,0.124,0.7525179856,0.4742990654,NA,NA,25.237410072,0.6820143885,0.1237410072,0.564028777,NA,0.5043327556,38760.353957,NA,NA
13012901,NA,9833,6333,9500,NA,NA,NA,NA,NA,0.11,0.8985507246,0.4152542373,NA,NA,27.591567852,0.8471673254,0.1436100132,0.3003952569,0.0144927536,0.6108291032,20024.770751,NA,NA
13012902,NA,9833,6333,9500,NA,NA,NA,NA,NA,0.11,0.8985507246,0.4152542373,NA,NA,27.591567852,0.8471673254,0.1436100132,0.3003952569,0.0144927536,0.6108291032,20024.770751,NA,NA
13012903,NA,9833,6333,9500,NA,NA,NA,NA,NA,0.11,0.8985507246,0.4152542373,NA,NA,27.591567852,0.8471673254,0.1436100132,0.3003952569,0.0144927536,0.6108291032,20024.770751,NA,NA
13017401,NA,12273,9500,11928,NA,NA,NA,NA,NA,0.175,0.8483689086,0.5363683935,NA,NA,26.625050342,0.377768828,0.1204188482,0.3912605719,0.0255739025,0.5287874768,28451.82058,NA,NA
13017402,NA,12273,9500,11928,NA,NA,NA,NA,NA,0.175,0.8483689086,0.5363683935,NA,NA,26.625050342,0.377768828,0.1204188482,0.3912605719,0.0255739025,0.5287874768,28451.82058,NA,NA
13017403,NA,12273,9500,11928,NA,NA,NA,NA,NA,0.175,0.8483689086,0.5363683935,NA,NA,26.625050342,0.377768828,0.1204188482,0.3912605719,0.0255739025,0.5287874768,28451.82058,NA,NA
13017404,NA,12273,9500,11928,NA,NA,NA,NA,NA,0.175,0.8483689086,0.5363683935,NA,NA,26.625050342,0.377768828,0.1204188482,0.3912605719,0.0255739025,0.5287874768,28451.82058,NA,NA
13017405,NA,12273,9500,11928,NA,NA,NA,NA,NA,0.175,0.8483689086,0.5363683935,NA,NA,26.625050342,0.377768828,0.1204188482,0.3912605719,0.0255739025,0.5287874768,28451.82058,NA,NA
13017406,NA,12273,9500,11928,NA,NA,NA,NA,NA,0.175,0.8483689086,0.5363683935,NA,NA,26.625050342,0.377768828,0.1204188482,0.3912605719,0.0255739025,0.5287874768,28451.82058,NA,NA
13017407,NA,12273,9500,11928,NA,NA,NA,NA,NA,0.175,0.8483689086,0.5363683935,NA,NA,26.625050342,0.377768828,0.1204188482,0.3912605719,0.0255739025,0.5287874768,28451.82058,NA,NA
13180301,NA,34120,7157.5,6648,NA,NA,NA,NA,NA,0.116,0.8703017833,0.4607849948,NA,NA,33.023079561,0.6990740741,0.2408436214,0.0914951989,0.0251028807,0.5202326865,24139.599074,NA,NA
13247101,NA,27659,18750,18000,NA,NA,NA,NA,NA,0.051,0.7525510204,0.6580524345,NA,NA,26.582908163,0.6900510204,0.1539115646,0.5590986395,0.0089285714,0.4333502281,40352.465136,NA,NA
13412101,NA,10308,6090,4575,NA,NA,NA,NA,NA,0.164,0.8631284916,0.2955665025,NA,NA,31.405027933,0.8072625698,0.248603352,0.1927374302,NA,0.4600638978,22170.430168,NA,NA
13508101,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508102,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508103,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508104,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508105,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508106,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508107,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508108,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508109,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508110,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508111,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508112,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13508113,NA,25459,13426,14250,NA,NA,NA,NA,NA,0.132,0.8269146368,0.4773746831,NA,NA,28.912826421,0.7229536976,0.2581193768,0.2814351547,0.0248518762,0.4722240441,29090.859502,NA,NA
13541601,NA,9500,8500,9500,NA,NA,NA,NA,NA,NA,NA,0.32304038,NA,NA,28.038095238,0.7619047619,0.2285714286,0.2761904762,NA,0.4875,15554.4,NA,NA
13830901,NA,19958,9158,7799,NA,NA,NA,NA,NA,0.109,0.784083225,0.5172829582,NA,NA,30.527958388,0.7748244473,0.2906111834,0.1895448635,0.0255916775,0.4796319018,33504.557295,NA,NA
13830902,NA,19958,9158,7799,NA,NA,NA,NA,NA,0.109,0.784083225,0.5172829582,NA,NA,30.527958388,0.7748244473,0.2906111834,0.1895448635,0.0255916775,0.4796319018,33504.557295,NA,NA
13830903,NA,19958,9158,7799,NA,NA,NA,NA,NA,0.109,0.784083225,0.5172829582,NA,NA,30.527958388,0.7748244473,0.2906111834,0.1895448635,0.0255916775,0.4796319018,33504.557295,NA,NA
13830904,NA,19958,9158,7799,NA,NA,NA,NA,NA,0.109,0.784083225,0.5172829582,NA,NA,30.527958388,0.7748244473,0.2906111834,0.1895448635,0.0255916775,0.4796319018,33504.557295,NA,NA
14082701,NA,9500,16162,9500,NA,NA,NA,NA,NA,0.049,0.4606741573,0.8252427184,NA,NA,27.820224719,0.4157303371,NA,0.3707865169,NA,NA,36527.606742,NA,NA
14082702,NA,9500,16162,9500,NA,NA,NA,NA,NA,0.049,0.4606741573,0.8252427184,NA,NA,27.820224719,0.4157303371,NA,0.3707865169,NA,NA,36527.606742,NA,NA
14736901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.151351351,0.4018018018,0.3018018018,0.4963963964,0.009009009,0.2774566474,29148.476577,NA,NA
14736902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.151351351,0.4018018018,0.3018018018,0.4963963964,0.009009009,0.2774566474,29148.476577,NA,NA
14902801,NA,23750,NA,NA,NA,NA,NA,NA,NA,0,0.597826087,NA,NA,NA,26.673913043,0.8967391304,0.2282608696,0.4184782609,NA,0.3988439306,51487.092391,NA,NA
15085301,NA,12640.5,NA,NA,NA,NA,NA,NA,NA,0.112,0.8896103896,0.3617021277,NA,NA,25.188311688,NA,0.2207792208,0.3116883117,NA,0.5625,25018.402597,NA,NA
15085302,NA,12640.5,NA,NA,NA,NA,NA,NA,NA,0.112,0.8896103896,0.3617021277,NA,NA,25.188311688,NA,0.2207792208,0.3116883117,NA,0.5625,25018.402597,NA,NA
15085303,NA,12640.5,NA,NA,NA,NA,NA,NA,NA,0.112,0.8896103896,0.3617021277,NA,NA,25.188311688,NA,0.2207792208,0.3116883117,NA,0.5625,25018.402597,NA,NA
15098701,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098702,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098703,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098704,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098705,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098706,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098707,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098708,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098709,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098710,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098711,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098712,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098713,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15098714,NA,11955,5600,5000,NA,NA,NA,NA,NA,0.225,0.87524497,0.4958158996,NA,NA,27.148353802,0.6088809773,0.1680657173,0.4138032401,0.0113666057,0.5067564988,26722.368467,NA,NA
15116601,NA,28114,9500,7336,NA,NA,NA,NA,NA,0.171,0.9092143221,0.3953188748,NA,NA,28.84490073,0.7882233158,0.2258611912,0.2365518412,0.0149329713,0.5731984307,21416.356355,NA,NA
15116602,NA,28114,9500,7336,NA,NA,NA,NA,NA,0.171,0.9092143221,0.3953188748,NA,NA,28.84490073,0.7882233158,0.2258611912,0.2365518412,0.0149329713,0.5731984307,21416.356355,NA,NA
15116604,NA,28114,9500,7336,NA,NA,NA,NA,NA,0.171,0.9092143221,0.3953188748,NA,NA,28.84490073,0.7882233158,0.2258611912,0.2365518412,0.0149329713,0.5731984307,21416.356355,NA,NA
15116605,NA,28114,9500,7336,NA,NA,NA,NA,NA,0.171,0.9092143221,0.3953188748,NA,NA,28.84490073,0.7882233158,0.2258611912,0.2365518412,0.0149329713,0.5731984307,21416.356355,NA,NA
15116606,NA,28114,9500,7336,NA,NA,NA,NA,NA,0.171,0.9092143221,0.3953188748,NA,NA,28.84490073,0.7882233158,0.2258611912,0.2365518412,0.0149329713,0.5731984307,21416.356355,NA,NA
15116607,NA,28114,9500,7336,NA,NA,NA,NA,NA,0.171,0.9092143221,0.3953188748,NA,NA,28.84490073,0.7882233158,0.2258611912,0.2365518412,0.0149329713,0.5731984307,21416.356355,NA,NA
15116608,NA,28114,9500,7336,NA,NA,NA,NA,NA,0.171,0.9092143221,0.3953188748,NA,NA,28.84490073,0.7882233158,0.2258611912,0.2365518412,0.0149329713,0.5731984307,21416.356355,NA,NA
15116609,NA,28114,9500,7336,NA,NA,NA,NA,NA,0.171,0.9092143221,0.3953188748,NA,NA,28.84490073,0.7882233158,0.2258611912,0.2365518412,0.0149329713,0.5731984307,21416.356355,NA,NA
