UNITID,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,INEXPFTE,ENDOWBEGIN,ENDOWEND
483887,NA,NA,NA,5687,NA,NA
483896,NA,NA,NA,1788,NA,NA
483902,NA,NA,NA,3230,NA,NA
483911,NA,NA,NA,6967,NA,NA
483920,NA,NA,NA,3861,NA,NA
483939,NA,NA,NA,2569,NA,NA
483948,NA,NA,NA,685,NA,NA
483957,NA,NA,NA,2400,NA,NA
483966,NA,NA,NA,2708,NA,NA
483975,NA,NA,7698,42259,NA,NA
483984,10470,10470,2112,2289,0,10150
484002,29932,29932,NA,1717,NA,NA
484011,NA,NA,NA,5121,NA,NA
484020,NA,NA,NA,1425,NA,NA
484039,NA,NA,NA,8713,NA,NA
484048,NA,NA,NA,2143,NA,NA
484057,NA,NA,NA,6353,NA,NA
484066,NA,NA,NA,1695,NA,NA
484075,NA,NA,NA,7331,NA,NA
484084,NA,NA,NA,4229,NA,NA
484093,NA,NA,NA,7677,NA,NA
484109,NA,NA,NA,4821,NA,NA
484118,NA,NA,NA,8821,NA,NA
484127,NA,NA,NA,8481,NA,NA
484136,NA,NA,NA,1089,NA,NA
484145,NA,NA,NA,3358,NA,NA
484154,NA,NA,NA,1874,NA,NA
484163,NA,NA,NA,5029,NA,NA
484172,NA,NA,NA,4893,NA,NA
484181,36280,36280,2400,19355,NA,NA
484190,NA,NA,NA,2706,NA,NA
484206,NA,NA,NA,4586,NA,NA
484242,NA,NA,NA,14700,NA,NA
484288,NA,NA,6178,6221,NA,NA
484303,NA,NA,NA,7150,NA,NA
484321,NA,NA,NA,3051,NA,NA
484330,NA,NA,NA,7003,NA,NA
484349,NA,NA,NA,2342,NA,NA
484358,NA,NA,NA,2485,NA,NA
484367,NA,NA,NA,23999,NA,NA
484376,NA,NA,NA,3156,NA,NA
484385,NA,NA,NA,118,NA,NA
484394,NA,NA,NA,1352,NA,NA
484473,3876,16580,6369,NA,1360073000,1519964000
484598,NA,NA,NA,2500,NA,NA
484604,NA,NA,NA,1424,NA,NA
484613,9812,9812,3920,2016,NA,NA
484622,9462,9462,1873,3389,NA,NA
484631,10541,10541,2758,2718,NA,NA
484640,9431,9431,2111,3264,NA,NA
484668,10540,10540,2148,3320,NA,NA
484677,9699,9699,2076,3251,NA,NA
484686,9480,9480,1815,3593,NA,NA
484695,11170,11170,2428,4677,NA,NA
484701,11195,11195,1648,3475,NA,NA
484710,10538,10538,2108,3244,NA,NA
484729,9472,9472,2101,5062,NA,NA
484738,9480,9480,1763,3603,NA,NA
484747,9819,9819,2154,2957,NA,NA
484756,10461,10461,2114,3032,NA,NA
484765,9432,9432,2317,4093,NA,NA
484783,9480,9480,1910,4973,NA,NA
484817,NA,NA,NA,7082,NA,NA
484826,NA,NA,NA,954,NA,NA
484835,6416,6416,NA,1129,NA,NA
484862,NA,NA,6841,NA,NA,NA
484871,9000,9000,2600,2681,NA,NA
484880,NA,NA,NA,NA,NA,NA
484899,NA,NA,NA,3472,NA,NA
484905,7650,18720,8846,6988,143026,158542
484923,NA,NA,NA,7953,NA,NA
484932,4188,9374,5507,NA,50000,50000
484950,NA,NA,NA,1158,NA,NA
484978,13932,13932,3070,NA,NA,NA
484996,NA,NA,NA,2721,NA,NA
485014,NA,NA,NA,24815,NA,NA
485032,NA,NA,NA,1277,NA,NA
485041,NA,NA,NA,NA,NA,NA
485078,14510,14510,6438,NA,NA,NA
485087,NA,NA,NA,15476,NA,NA
485111,5734,5734,4125,2768,11392876,12980276
485120,NA,NA,NA,1125,NA,NA
485139,NA,NA,8727,2739,NA,NA
485166,NA,NA,NA,7020,NA,NA
485184,NA,NA,NA,2586,NA,NA
485193,NA,NA,NA,10714,NA,NA
485236,NA,NA,NA,9909,NA,NA
485245,NA,NA,NA,NA,NA,NA
485254,NA,NA,NA,16348,NA,NA
485263,16968,16968,10504,3827,NA,NA
485272,24575,24575,7382,NA,NA,NA
485281,13503,13503,NA,1074,NA,NA
485290,NA,NA,NA,3267,NA,NA
485306,NA,NA,NA,1784,NA,NA
485342,2602,10153,NA,38669,NA,NA
485351,2602,10153,NA,37932,NA,NA
485379,NA,NA,NA,2677,NA,NA
485388,NA,NA,NA,1980,NA,NA
485412,NA,NA,NA,761,NA,NA
485421,5835,5835,3000,NA,NA,NA
485458,4770,8775,4034,5366,NA,NA
10236801,7564,14092,NA,NA,NA,NA
10236802,7564,14092,NA,NA,NA,NA
10236803,7564,14092,NA,NA,NA,NA
10236808,7824,7824,NA,NA,528918,578351
10236809,6000,6000,NA,NA,528918,578351
10635101,NA,NA,NA,NA,NA,NA
10635102,NA,NA,NA,NA,NA,NA
10704401,12528,NA,NA,NA,NA,NA
10722001,NA,NA,NA,NA,NA,NA
10722002,NA,NA,NA,NA,NA,NA
10722003,NA,NA,NA,NA,NA,NA
10729301,NA,NA,NA,NA,NA,NA
11046801,NA,NA,NA,NA,NA,NA
11046802,NA,NA,NA,NA,NA,NA
11046803,NA,NA,NA,NA,NA,NA
11046804,NA,NA,NA,NA,NA,NA
11046805,NA,NA,NA,NA,NA,NA
11163801,NA,NA,NA,NA,NA,NA
11339701,NA,NA,NA,NA,NA,NA
11339702,NA,NA,NA,NA,NA,NA
11339703,NA,NA,NA,NA,NA,NA
11339704,NA,NA,NA,NA,NA,NA
11339705,NA,NA,NA,NA,NA,NA
11339706,NA,NA,NA,NA,NA,NA
11339708,NA,NA,NA,NA,NA,NA
11339709,NA,NA,NA,NA,NA,NA
11390801,NA,NA,NA,NA,NA,NA
11390802,NA,NA,NA,NA,NA,NA
11390803,NA,NA,NA,NA,NA,NA
11390804,NA,NA,NA,NA,NA,NA
11407101,NA,NA,NA,NA,NA,NA
11408001,NA,NA,NA,NA,NA,NA
11458501,NA,NA,NA,NA,NA,NA
11473401,NA,NA,NA,NA,NA,NA
11508303,NA,NA,NA,NA,NA,NA
11508305,NA,NA,NA,NA,NA,NA
11508306,NA,NA,NA,NA,NA,NA
11577301,12456,NA,NA,NA,NA,NA
11635001,NA,NA,NA,NA,NA,NA
11643901,1326,6030,NA,NA,NA,NA
11835602,NA,NA,NA,NA,NA,NA
11835603,NA,NA,NA,NA,NA,NA
11835605,NA,NA,NA,NA,NA,NA
11835606,NA,NA,NA,NA,NA,NA
11835607,NA,NA,NA,NA,NA,NA
11835608,NA,NA,NA,NA,NA,NA
11835609,NA,NA,NA,NA,NA,NA
11835610,NA,NA,NA,NA,NA,NA
11835611,NA,NA,NA,NA,NA,NA
11835612,NA,NA,NA,NA,NA,NA
11835613,NA,NA,NA,NA,NA,NA
11835614,NA,NA,NA,NA,NA,NA
11835615,NA,NA,NA,NA,NA,NA
11854101,31932,NA,NA,NA,NA,NA
11892101,NA,NA,NA,NA,NA,NA
11892102,NA,NA,NA,NA,NA,NA
11892103,NA,NA,NA,NA,NA,NA
11917301,34826,NA,NA,NA,NA,NA
12240901,NA,NA,NA,NA,NA,NA
12265801,1380,8040,NA,NA,NA,NA
12268501,NA,NA,NA,NA,NA,NA
12268502,NA,NA,NA,NA,NA,NA
12268503,NA,NA,NA,NA,NA,NA
12268504,NA,NA,NA,NA,NA,NA
12268505,NA,NA,NA,NA,NA,NA
12268506,NA,NA,NA,NA,NA,NA
12268507,NA,NA,NA,NA,NA,NA
12268508,NA,NA,NA,NA,NA,NA
