UNITID,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,INEXPFTE,ENDOWBEGIN,ENDOWEND
161192,3345,6045,6007,6488,2793330,2957386
161208,20563,20563,5728,6254,958379,1014722
161217,7448,16688,7352,5923,6397000,7302000
161226,9217,18305,6840,9705,11978000,13554000
161235,7575,10875,6829,6945,3055000,3541000
161244,7490,19370,6295,8428,1695000,1960000
161253,10606,28486,9610,10098,247938000,286644000
161299,12400,24040,7500,10109,15447666,17682459
161341,7300,10600,6411,8382,1145000,1387000
161457,34080,34080,7873,10350,30826134,32598764
161484,3368,6068,6169,8630,1991148,2320645
161493,NA,NA,NA,6754,NA,NA
161509,31670,31670,5254,10322,4821112,6418977
161518,31920,31920,6114,6776,16328590,19070823
161527,NA,NA,NA,6758,NA,NA
161545,3755,6455,6365,4889,846166,1059800
161554,7796,18508,9133,9665,31634000,36020000
161563,23460,23460,6286,3685,8815748,10373412
161572,25820,25820,5898,7830,14085286,14239584
161581,3630,7058,5612,9502,482271,536904
161615,NA,NA,NA,5491,NA,NA
161651,NA,NA,NA,3511,NA,NA
161688,3540,7650,5264,6281,10367506,11695656
161767,4350,11700,7193,7785,6126772,6522135
161776,NA,NA,4004,2212,NA,NA
161800,NA,NA,NA,6649,NA,NA
161855,NA,NA,NA,8732,NA,NA
161864,2462,5750,5398,10813,1334988,1234513
161873,8018,18396,10436,9029,38750242,44629431
162007,7299,17875,8178,6933,6193061,7784735
162061,22896,22896,7030,6546,NA,NA
162104,3660,7710,6280,7662,5089955,5971297
162122,3395,7557,7989,5836,3417863,3505292
162168,3458,6968,6155,9462,3113488,3730399
162210,21395,21395,5418,10322,3805531,3747951
162283,6624,11885,7291,8576,779586,1584558
162335,NA,NA,NA,4576,NA,NA
162371,NA,NA,NA,4627,NA,NA
162557,3227,8479,6781,7239,10644141,11753671
162584,7982,19274,7015,7315,18532524,22993751
162609,3360,7868,6212,8010,2429649,2801600
162654,40558,40558,7735,14320,197497000,227559000
162681,14011,14011,3417,2035,NA,NA
162690,3108,5892,5768,5613,7447057,8228272
162706,2995,7171,6185,4544,5140554,6034324
162760,34120,34120,7531,7798,69427993,83449740
162779,3586,6730,7008,8648,6564699,7319697
162830,NA,NA,NA,4087,NA,NA
162928,47060,47060,10307,77339,2918546000,3392529000
162982,NA,NA,NA,12026,NA,NA
163028,NA,NA,4333,10098,NA,NA
163046,44090,44090,8401,11858,177155485,197928830
163107,NA,NA,NA,4434,NA,NA
163204,6744,12336,6847,4401,13609378,19863140
163259,NA,NA,10941,33355,226307185,263230021
163268,10384,22682,9686,9911,70014004,72808950
163286,9427,29720,12459,13487,440497952,487268756
163295,42390,42390,6721,13752,72165215,80808051
163338,7287,16311,7737,8675,22950684,24622624
163347,NA,NA,NA,2816,NA,NA
163408,NA,NA,NA,9306,NA,NA
163426,4590,12078,8225,6749,19469665,22375604
163453,7378,16862,8502,9454,23671970,27246354
163462,36021,36021,7517,9008,44527411,47604515
163532,10300,10300,6171,5071,43938760,43840901
163541,NA,NA,NA,8319,NA,NA
163578,33010,33010,7321,10387,33819886,38980248
163657,3530,7850,6692,5533,2789437,3895096
163736,NA,NA,3759,2795,NA,NA
163754,NA,NA,NA,5141,NA,NA
163815,NA,NA,NA,6853,NA,NA
163851,8560,16906,7271,6764,45712416,56547323
163912,13824,28674,7261,13744,29144009,32990556
163921,9830,9830,1250,4358,NA,NA
163976,47726,47726,8299,19343,80723158,89274508
164058,NA,NA,4072,2355,NA,NA
164076,8590,20268,7148,5824,58806652,71016706
164085,NA,NA,5426,5277,670520,671831
164100,NA,NA,NA,3784,NA,NA
164155,NA,NA,10843,31221,203433599,222956487
164173,28980,28980,8130,9166,65188808,77419161
164216,42592,42592,8117,13085,179872677,201841205
164270,38350,38350,7079,9518,100498000,114131000
164313,2688,6912,5727,6086,2512967,2990671
164368,NA,NA,3330,14099,NA,NA
164438,10525,10525,5499,2625,NA,NA
164447,30940,30940,6062,6417,10199296,15195268
164465,48526,48526,12035,25196,1823748203,2149202662
164474,NA,NA,7989,11759,18317476,19918038
164492,34060,34060,4538,6591,3279094,3535889
164535,NA,NA,NA,9355,NA,NA
164562,36160,36160,8223,8256,92358903,100767113
164580,45120,45120,15140,14110,275519968,332014635
164599,NA,NA,NA,6031,NA,NA
164614,14836,14836,4592,3221,NA,NA
164632,30859,30859,7838,6300,35354876,40865240
164641,20324,20324,7699,5322,NA,NA
164678,NA,NA,NA,14363,NA,NA
164720,32870,32870,7661,6358,3968243,4591549
164739,42511,42511,12401,13120,227061000,268048000
164748,38910,38910,9716,20631,290634435,321453450
164775,4658,10274,6838,9035,NA,NA
164845,NA,NA,NA,7126,NA,NA
164872,19706,19706,6534,7513,9503674,10710975
164915,NA,NA,5774,7124,NA,NA
164924,47436,47436,13825,20571,1868698514,2105654033
164933,42326,42326,6648,30750,10856720,11735026
164988,46664,46664,12562,26542,1403061000,1616004000
165015,47558,47558,12113,14961,766204934,861152377
165024,8353,14493,8493,5945,28746753,34202490
165033,4178,9122,6145,5626,4369512,4548788
165060,NA,NA,NA,11012,NA,NA
165112,3384,8328,7291,4477,2178025,2403495
165167,13608,13608,7237,5413,12981498,15199840
165194,4212,9136,6629,6735,4682377,5099410
165255,NA,NA,NA,3771,NA,NA
165264,33507,33507,6897,9404,2169443,2561252
165334,40730,40730,9874,10719,354873812,392091757
165495,NA,NA,7675,27699,NA,NA
165529,35725,35725,9145,10358,80045016,90423929
165556,NA,NA,NA,9431,NA,NA
165574,34390,34390,6165,7298,31689845,38472462
165608,NA,NA,NA,6687,NA,NA
165635,NA,NA,NA,3160,NA,NA
165644,29012,29012,5990,6285,13917584,14839010
165662,37350,37350,9470,9633,127945924,146174009
165671,35532,35532,8440,7602,72774482,96495556
165699,29494,29494,7622,6182,51511542,62288454
165705,NA,NA,9166,32388,66465995,69942807
165750,NA,NA,NA,3068,NA,NA
165802,28260,28260,5242,7010,13893423,16529200
165820,9260,15340,8387,8460,11766975,12852042
165866,8320,14400,8033,6042,26780480,32763694
165884,16950,16950,5909,6539,3787171,4636591
165936,34390,34390,7243,10259,37938929,44008437
165945,NA,NA,6372,6504,50688689,55015226
165981,4958,11078,6739,8125,NA,NA
166009,NA,NA,NA,20890,NA,NA
166018,48065,48065,8822,14371,39682555,46363182
166027,43938,43938,18676,49500,32689489000,36429256000
166045,NA,NA,9527,46634,2182184,2273441
166054,22339,22339,6162,33381,24685799,27341354
166063,NA,NA,NA,12696,NA,NA
166124,45692,45692,9928,18884,634912206,726231559
166133,3838,8782,6903,5665,4580868,4840186
166294,NA,NA,NA,3680,NA,NA
166319,NA,NA,NA,9060,NA,NA
166328,NA,NA,NA,5314,NA,NA
166391,31000,31000,7466,6513,32239497,38508438
166407,25120,25120,7857,35861,NA,NA
166452,24375,24375,7833,9026,170225361,189782467
166489,35050,35050,NA,12960,6747233,7197803
166498,NA,NA,NA,8399,NA,NA
166513,12447,27400,11281,10748,60176000,71634000
166586,NA,NA,NA,2998,NA,NA
166595,NA,NA,NA,3401,NA,NA
166601,16200,16200,5324,4780,NA,NA
166629,13443,28998,11456,13886,272087452,307098028
166638,11966,28390,10158,12574,66310000,78857000
166647,4176,9120,7294,4740,4230976,4841652
166656,30400,30400,8488,9636,343072847,472833911
166674,11225,29925,9297,11227,14553025,16078645
166683,45016,45016,16314,62770,10857976000,12425131000
166692,7250,22304,7830,8702,10363395,13051554
166708,NA,NA,9521,55789,171437000,196769000
166717,NA,NA,8128,12643,764153,833847
166805,NA,NA,NA,4353,NA,NA
166823,4296,9240,6351,3976,1500067,1564356
166850,36215,36215,7817,8599,39457565,46564537
166869,NA,NA,8024,11623,36011000,40590000
166887,4394,9338,7032,5591,NA,NA
166911,28700,28700,5150,8328,630256,738235
166939,42656,42656,9886,22711,638551662,713514514
166948,30447,30447,6353,8297,18944913,19691748
166957,5068,9988,7611,5924,4075647,4453753
166975,NA,NA,NA,6017,NA,NA
166984,40348,40348,5995,14646,24213569,27136544
167020,NA,NA,NA,6591,NA,NA
167039,NA,NA,NA,3367,NA,NA
167057,41405,41405,8776,28846,110264773,120331512
167093,NA,NA,8807,26936,12984976,14843249
167181,NA,NA,5376,5450,NA,NA
167215,NA,NA,12510,15688,253099,242397
167224,24200,24200,NA,4983,NA,NA
167251,29930,29930,6411,6545,1600000,2100000
167260,32370,32370,7790,4991,7457894,8837894
167288,8975,17920,8227,9487,8075337,11612727
167297,NA,NA,NA,17905,NA,NA
167312,4296,10137,6811,5506,5784456,6681950
167321,18760,18760,6173,9438,NA,NA
167358,43440,43440,11983,15593,698764846,806821927
167376,4320,10104,6863,6509,4294275,4140066
167394,31188,31188,6795,6617,7685174,7877993
167455,26180,26180,6191,10992,6817507,8528885
167464,NA,NA,4809,15309,5508222,6226606
167525,4846,4846,7756,6032,NA,NA
167534,5094,10038,6945,8283,3418698,3666490
167598,35750,35750,7421,8550,33227273,34182749
167631,3962,9266,7171,7449,3476415,3804334
167677,21650,21650,4613,25201,12367154,13021428
167729,8646,14786,8921,8666,17036366,18203193
167738,NA,NA,4751,4128,NA,NA
167783,36230,36230,8020,13365,158300000,179984000
167792,48551,48551,5419,18161,13239785,10925069
167835,44724,44724,11370,26786,1557426714,1755755134
167871,NA,NA,NA,4806,NA,NA
167899,33455,33455,8202,10507,55654326,66260741
167905,5106,11616,6591,6837,NA,NA
167987,11681,24619,10261,11024,43597911,49093966
167996,37426,37426,8806,13349,171222793,190987117
168005,32660,32660,8672,9476,164687874,194540110
168032,NA,NA,NA,1944,NA,NA
168148,48643,48643,11496,21543,1440527000,1590045000
168218,45078,45078,11511,34705,1576337000,1834137000
168227,30765,30765,8168,9040,81890151,91461836
168254,33466,33466,9582,9678,54222321,64774556
168263,8682,14762,7701,7305,5182312,6201245
168281,46423,46423,9028,15477,176062312,193544650
168290,32830,32830,6963,12496,45485434,54359581
168342,48310,48310,11865,39712,1902111607,2143152951
168421,44222,44222,11542,23528,389310000,433062000
168430,8557,14637,8567,6651,11247409,11834998
168528,32660,32660,7637,8616,27351747,32027537
168546,37485,37485,7108,13911,173147287,187707113
168555,NA,NA,NA,3554,NA,NA
168573,NA,NA,NA,2494,NA,NA
168591,34220,34220,7296,11731,102679827,116462048
168607,3990,5970,8258,8002,3586579,4004695
168740,26256,26256,4979,12620,40398951,43059109
168786,27906,27906,6027,6096,28932645,33268080
168838,8280,8280,5685,4185,17738433,20007131
168847,8280,8280,5593,5261,221730416,250089144
168883,4367,11683,7628,7812,7698259,8557033
168892,NA,NA,NA,3126,NA,NA
169071,NA,NA,NA,1603,NA,NA
169080,29635,29635,8189,12897,114190839,123665678
169099,NA,NA,7529,14154,37136811,42903378
169187,12640,12640,NA,5423,NA,NA
169220,NA,NA,7096,7632,4440,4440
169248,11550,23670,8439,8491,92408908,108042439
169275,3557,6702,7923,6014,37505416,41486172
169284,NA,NA,NA,6433,NA,NA
169327,19200,19200,4765,5103,1060434,1082005
169363,25160,25160,4395,9174,8269698,7093897
169424,NA,NA,9441,46336,41646274,45437681
169442,37092,37092,8298,11285,57716481,63380452
169479,15072,15072,6049,5006,17889184,20627184
169503,NA,NA,NA,1761,NA,NA
169521,3191,8963,8735,6662,15194831,17821208
169576,NA,NA,NA,5372,NA,NA
169628,NA,NA,9989,15124,14824318,31828380
169655,13763,13763,4370,5112,NA,NA
169716,37320,37320,8629,13830,30428000,41225869
169734,18096,18096,NA,4697,NA,NA
169761,19968,19968,NA,4996,NA,NA
169798,9663,25706,8960,8398,58044421,67190127
169910,10677,16467,8172,8867,40216417,46322161
169947,NA,NA,NA,1666,NA,NA
169974,3036,5268,7122,5230,2769768,3032380
169983,36980,36980,7786,11797,70740094,81288498
169992,4124,6325,6628,5453,3156789,3552908
170000,12239,12239,4633,7170,NA,NA
170037,25112,25112,5809,6235,7207167,7293709
170046,NA,NA,NA,6689,NA,NA
170055,3003,8571,8079,6026,NA,NA
170082,10752,15408,8045,8086,87628012,103153388
170091,14890,14890,5195,6401,514831,532748
170240,2638,4252,9656,5759,3746806,4427433
170301,29560,29560,7922,10084,163934686,195965019
170417,18048,18048,6845,2575,NA,NA
170444,3648,6024,7113,6229,9325856,9500551
170514,NA,NA,NA,1917,NA,NA
170532,41161,41161,8098,15391,192294969,222047672
170541,2881,6601,9356,5162,12746350,14939880
170550,3395,7347,8906,6201,NA,NA
170587,3445,7225,5583,6648,2000000,2000000
170611,NA,NA,NA,3182,NA,NA
170620,4005,6861,7492,6590,7557442,8925584
170639,10253,15317,6259,7893,16349116,19277803
170657,2930,8030,8018,5884,8088940,9296704
170675,30200,30200,7570,9838,28820115,41478740
170736,NA,NA,NA,3503,NA,NA
170790,2937,5711,7607,4556,17333423,19209714
170806,17390,17390,7565,7733,32316402,38380492
170842,20336,20336,6030,7473,1451185,1453185
170967,20486,20486,5517,5084,1204025,1477217
170976,13486,41906,10677,22728,8272366000,9603919000
171012,NA,NA,NA,1621,NA,NA
171100,13200,34965,10802,14779,2007498264,2549137018
171128,14040,29520,9518,10843,83623425,93524126
171137,10952,23150,8859,9576,28697000,32578000
171146,9694,18922,7838,8190,81248000,94963000
171155,3501,6272,7646,3544,647722,657645
171225,3280,6220,9274,6885,2376433,2738673
171234,3300,8430,7465,6918,9502393,10792298
171261,NA,NA,NA,2516,NA,NA
171298,8280,8280,4031,4598,28824954,32511588
171304,4795,10715,9280,6260,370351,452249
171313,NA,NA,NA,3990,NA,NA
171322,NA,NA,NA,4321,NA,NA
171395,3368,6631,8080,5586,3036179,3841690
171456,9324,14556,7578,7460,13887228,15654906
171465,NA,NA,NA,3814,NA,NA
171483,3017,6994,7506,7402,10241469,11010684
171492,23132,23132,6225,5582,30556969,31594879
171535,2565,6585,8518,4613,1357228,1460499
171571,10613,23873,8809,7654,61431555,80564954
171599,23800,23800,5268,5426,13680373,17142441
171775,NA,NA,NA,3421,NA,NA
171881,19084,19084,5388,10725,7762333,7900126
171988,NA,NA,NA,1880,NA,NA
171997,NA,NA,NA,1601,NA,NA
172015,NA,NA,NA,1350,NA,NA
172033,17507,17507,5238,13393,9614630,12328933
172051,8691,20409,7644,6283,60482873,71927710
172200,3474,6654,8979,4117,6934554,6953715
172264,22740,22740,5840,5072,8837462,10482054
172291,3546,9188,8136,5611,7168167,8220271
172307,4836,6263,6289,5493,9578494,11039336
172325,NA,NA,NA,1614,NA,NA
172334,24350,24350,4880,7358,10756866,12558776
172422,9624,11988,NA,12704,NA,NA
172440,21480,21480,4972,8519,4248107,4890610
172477,NA,NA,11769,17259,22403042,26146133
172495,NA,NA,NA,6561,NA,NA
172608,NA,NA,8007,4365,6237923,7556528
172617,2400,4896,7411,6903,11242044,14644678
172635,2808,3772,6128,5622,NA,NA
172644,11449,24472,9856,13364,287718665,306240611
172671,2416,5326,8093,6006,414003,415003
172680,NA,NA,NA,4883,NA,NA
172699,10685,24917,9175,10047,262300263,319998565
172705,NA,NA,6226,13148,39382855,43287353
172802,NA,NA,NA,6383,NA,NA
172866,18095,18095,NA,2785,NA,NA
172918,5397,5397,7351,6464,NA,NA
172927,NA,NA,NA,1888,NA,NA
172954,5566,5566,7080,6794,NA,NA
172963,5004,5004,7276,4335,NA,NA
173045,34431,34431,7257,9081,34552630,38330460
173063,5522,5522,7365,6668,NA,NA
173115,5482,5482,7219,8253,NA,NA
173124,8134,8134,8102,5853,15289000,17206000
173142,24450,24450,6442,12008,39897221,43155718
173160,32990,32990,7599,8633,26869632,28415043
173179,NA,NA,7818,10181,NA,NA
173203,5393,5393,7328,4797,NA,NA
173258,47736,47736,11246,26922,700540278,792737205
173300,34114,34114,7049,10948,92334663,101650896
173328,20250,20250,4936,5540,25330245,28373350
173416,5693,5693,7280,6817,NA,NA
173452,12920,12920,5501,8476,9385550,10595337
173461,5107,9524,7148,6158,NA,NA
173470,NA,NA,NA,2782,NA,NA
173489,17360,17360,2861,10278,NA,NA
173559,5338,5338,7132,5856,NA,NA
173629,14040,14040,3965,5104,NA,NA
173638,5660,10807,7178,6891,NA,NA
173647,40400,40400,6619,15317,121520751,134957563
173665,36270,36270,6391,7489,81424411,92230815
173683,NA,NA,6175,3796,NA,NA
173708,5133,5133,7140,6510,NA,NA
173726,NA,NA,NA,1763,NA,NA
173735,5309,6491,7371,9263,NA,NA
173744,NA,NA,NA,5892,NA,NA
173799,5272,5272,7179,4480,NA,NA
173805,5323,6505,7261,5750,NA,NA
173887,17416,17416,4787,5410,NA,NA
173896,NA,NA,6047,13383,70975086,79703646
173902,47195,47195,9845,19210,694311000,749550000
173911,5378,5378,7238,6891,NA,NA
173920,7574,15053,8719,6040,35614000,36996000
173939,NA,NA,NA,6989,NA,NA
173957,NA,NA,NA,12308,128000000,177300000
173966,NA,NA,NA,37432,128000000,177300000
173984,13663,13663,5558,6764,NA,NA
173993,5293,6248,7289,6423,NA,NA
174020,6642,13227,8698,4518,2403000,2665000
174066,13560,20810,11091,13558,2610544078,2992707059
174075,11468,11468,6835,6197,13669158,15373468
174118,14640,14640,4472,2312,NA,NA
174127,34146,34146,7182,12923,43097975,49350276
174136,5350,5350,7369,4863,NA,NA
174154,12910,12910,5719,7788,NA,NA
174190,NA,NA,NA,3525,NA,NA
174206,15580,15580,4731,5655,165478,166678
174233,12802,16467,7678,7011,130344316,143875048
174251,12583,12583,6795,8474,11236222,12282146
174279,14040,14040,5858,5815,NA,NA
174321,NA,NA,NA,1733,NA,NA
174358,7816,14714,8286,7267,10087000,11603000
174376,4358,4358,7196,4874,NA,NA
174385,13503,13503,4229,2656,NA,NA
174394,13140,13140,5037,9896,NA,NA
174428,5709,5709,7311,5005,NA,NA
174437,20776,20776,6900,6438,2827257,3125808
174473,5517,5517,7036,7281,NA,NA
174491,28726,28726,6102,7434,14830139,16067895
174507,11636,11636,5898,7707,1337501,1342086
174525,15759,15759,4136,8270,577465,613304
174534,NA,NA,NA,8025,NA,NA
174570,4065,7741,6926,5799,NA,NA
174604,5323,6505,6923,4925,NA,NA
174738,5624,5624,7292,5679,NA,NA
174747,39402,39402,8112,11311,49499619,57320826
174756,5308,5308,7131,6121,NA,NA
174765,NA,NA,NA,6606,NA,NA
174783,7553,15195,8733,7329,17517000,18365000
174792,38704,38704,8167,13539,152164296,168915757
174817,30315,30315,6689,5392,48955549,53163194
174844,41700,41700,8497,16837,380180902,436671810
174862,23180,23180,4691,3426,6926275,7893706
174899,32842,32842,6668,8096,54495274,67073732
174914,36682,36682,10006,13637,347571713,398087599
174978,NA,NA,NA,8172,NA,NA
175005,36420,36420,6948,10127,64604914,74887264
175014,10764,10764,5267,3401,NA,NA
175041,5478,5478,7160,4969,NA,NA
175078,8074,8074,8632,5745,2881000,3105000
175120,NA,NA,NA,4864,NA,NA
175139,NA,NA,5195,21056,12301719,12186589
175157,5323,6505,7111,4553,NA,NA
175227,19652,19652,5284,11493,20048963,21555419
175236,5400,5400,7234,7134,NA,NA
175263,5617,5617,7246,7805,NA,NA
175272,8750,14250,8185,6581,17478000,18771000
175281,NA,NA,11925,11112,24049199,27271142
175315,5373,5373,7346,4986,NA,NA
175342,6200,6200,6595,6877,11781752,12925602
175421,20780,20780,5392,3859,5085960,5761696
175430,10534,10534,4878,6886,12456613,13290269
175494,NA,NA,NA,1607,NA,NA
175519,2240,3240,4643,5857,NA,NA
175528,15980,15980,3087,4172,NA,NA
175573,2455,4455,4327,5430,6770431,7350566
175591,NA,NA,NA,3832,NA,NA
175607,NA,NA,NA,2126,NA,NA
175616,6562,6562,6080,7064,20098615,26784573
175643,2170,4270,5303,4438,2177557,5751037
175652,2600,4800,5902,4013,143222,162776
175698,NA,NA,NA,2091,NA,NA
175722,NA,NA,NA,1338,NA,NA
175786,2500,5100,5281,6704,46641,46836
175810,2288,4868,5798,4508,2545518,4793475
175829,2420,4620,6344,6130,5376711,6303729
175856,6602,16174,7000,7627,15249718,16573146
175883,2722,4722,5061,4555,6793402,6997068
175935,2430,3830,4685,6428,9886378,11718053
175980,33982,33982,7367,14341,111469724,123347854
176008,2490,4098,5606,8330,10000,10000
176017,7096,19144,8817,14232,583685261,666670997
176035,5640,15360,6070,6554,3712274,3770122
176044,5916,5916,5745,8966,1872034,1448946
176053,15458,15458,7369,7825,65473403,69750566
176062,NA,NA,NA,2531,NA,NA
176071,2732,4578,5553,5209,4101196,4201380
176080,7140,18478,8047,7318,394924743,456609736
176169,2301,4551,5360,5677,3111837,3214722
176178,2550,4950,6897,5462,5752111,6252614
176239,2855,5253,3852,6372,31493,31638
176318,9286,9286,4784,4765,24871717,28852600
176336,5130,5130,2083,1921,NA,NA
176354,2620,5320,6371,7032,1391606,1439469
176372,6980,15550,7251,8219,72450098,82656978
176390,NA,NA,NA,2961,NA,NA
176406,10218,10218,4889,5457,10530002,11289535
176451,NA,NA,3545,9772,522903,535382
176479,11400,11400,5575,6703,11294879,14838041
176600,NA,NA,3681,13419,NA,NA
176619,NA,NA,7235,6058,2152710,2317147
176628,25700,25700,6679,6966,8715175,8939255
176637,18048,18048,5024,2710,NA,NA
176664,9050,9050,4110,4460,156499,157199
176716,NA,NA,NA,4862,NA,NA
176770,10150,10150,6503,7938,5856299,5914342
176789,10600,10600,3938,6264,209134,1219519
176798,NA,NA,NA,6555,NA,NA
176910,11700,11700,4778,3804,938180,993400
176947,21830,21830,5743,10194,41016250,46275000
176965,7265,13659,7008,8145,34064760,36960400
176983,NA,NA,NA,18549,NA,NA
176992,NA,NA,NA,5681,NA,NA
177038,9120,9120,5060,8373,16968890,19943401
177056,NA,NA,NA,12087,NA,NA
177065,7465,7465,7279,4239,108418056,119331420
177083,19530,19530,4201,6870,4286637,4821899
177092,NA,NA,7627,17879,89730602,106003334
177117,19300,19300,6552,20532,NA,NA
177126,NA,NA,6965,7171,22720548,25067659
177135,2232,3048,5296,6178,559276,674797
177144,24050,24050,4892,6034,20980885,22760864
177214,23885,23885,6567,6561,69602233,79326808
177250,2280,4488,5394,4363,3960313,4703080
177278,NA,NA,6612,18186,18524075,18722741
177287,NA,NA,NA,2787,NA,NA
177302,14048,14048,3631,1437,NA,NA
177339,20796,20796,6185,6895,9371095,13510298
177418,22770,22770,6267,8353,20107980,18889296
177427,NA,NA,5639,6154,NA,NA
177436,13686,13686,NA,35616,NA,NA
177472,2784,5064,3850,4820,1717459,2121773
177542,19530,19530,4700,4807,6383308,6553744
177551,5210,9853,5491,6909,1118697,1180664
177579,13850,13850,4668,6139,NA,NA
177588,NA,NA,NA,2901,NA,NA
177603,NA,NA,NA,3944,NA,NA
177676,2328,4656,6458,4519,698250,687409
177685,NA,NA,NA,6405,NA,NA
177719,NA,NA,6888,8097,24155227,27249666
177746,35118,35118,5906,10567,48110798,54959400
177816,18737,18737,4146,28657,15513113,17660562
177834,NA,NA,7862,17005,76658903,87668443
177870,4500,4500,NA,5969,NA,NA
177931,NA,NA,NA,6389,NA,NA
177940,6988,13378,5631,6329,6917457,8389904
177968,15580,15580,5841,4135,122153740,143407647
177977,5820,10560,4670,7387,98746,99975
177986,NA,NA,6103,10119,12601511,15541201
177995,2880,6900,5553,4065,8804604,9843012
178004,10585,10585,NA,8830,NA,NA
178059,25884,25884,7357,6558,40335923,39818788
178077,NA,NA,NA,2016,NA,NA
178110,10325,10325,2849,3130,NA,NA
178183,NA,NA,4028,4266,NA,NA
178208,5760,5760,4798,3641,5057849,5403326
178217,3110,5240,5305,4147,3814080,4180137
178226,15378,15378,3998,3820,NA,NA
178244,22760,22760,5430,4304,3315324,3645197
178262,NA,NA,NA,3562,NA,NA
178305,14702,14702,4284,5263,NA,NA
178314,NA,NA,NA,22992,NA,NA
178341,5416,10450,6002,6657,32223163,36438826
178350,15530,15530,4408,5490,NA,NA
178369,18400,18400,4564,3708,4991170,5541439
178387,6790,12420,6744,7666,26269972,29620789
178396,9433,24460,9145,11448,692852905,806717048
178402,7774,18222,8481,15441,198057880,213733016
178411,8961,23771,10238,13337,154064400,175067774
178420,8844,23142,8340,9752,61629324,74560323
178448,2970,5820,5097,3335,1708816,1747933
178466,NA,NA,NA,9997,NA,NA
178484,NA,NA,NA,3431,NA,NA
178518,NA,NA,5955,7834,9293527,10354284
178527,NA,NA,NA,1457,NA,NA
178615,7374,13438,7095,9417,33154361,38628629
178624,6525,11526,6547,7972,25920493,29059169
178679,11360,11360,4973,5411,2903693,3064859
178697,18530,18530,7030,9106,376037959,427271668
178721,11170,11170,6215,3975,58361720,68302484
178767,17640,17640,4633,7084,NA,NA
178828,NA,NA,NA,14843,NA,NA
178891,14457,14457,4958,3330,56324603,63957954
178989,NA,NA,6700,16155,NA,NA
179043,32865,32865,6901,7034,33918011,37229877
179052,NA,NA,NA,5206,NA,NA
179070,13500,13500,5386,6112,NA,NA
179159,37966,37966,9089,18230,956014050,1076959263
179195,NA,NA,NA,1053,NA,NA
179201,NA,NA,5171,18233,NA,NA
179229,NA,NA,NA,10104,NA,NA
179238,NA,NA,NA,4376,NA,NA
179256,9145,9145,4715,6464,1111765,1102130
179265,26872,26872,8294,13971,135393477,154851452
179308,3030,6060,6773,5513,NA,NA
179317,NA,NA,6140,16440,28778855,30032408
179326,20840,20840,5693,5389,22075758,25089420
179344,3720,7140,5009,3416,NA,NA
179450,NA,NA,7254,4602,3238847,3819450
179511,NA,NA,3609,6966,NA,NA
179539,2352,4752,4748,3629,10125170,12511171
179548,28510,28510,5451,9552,41190781,46799691
179557,7058,12450,7060,6658,63665334,76765491
179566,7008,13668,7303,6932,68998762,77376982
179645,3348,6048,5314,3333,680612,587184
179715,2880,5040,4954,3770,756218,768802
179742,NA,NA,NA,10600,NA,NA
179812,NA,NA,NA,12654,5552498,5754321
179867,46467,46467,13731,105933,5749297000,6719449000
179894,24600,24600,8677,6722,111454892,128063467
179919,19000,19000,3569,6761,451233,537290
179946,22560,22560,5935,6678,48903016,56329312
179955,31620,31620,6480,9847,64498400,72837321
179964,21260,21260,5283,6356,18087576,15477463
179991,NA,NA,NA,7305,NA,NA
180054,2670,2670,1540,6158,NA,NA
180063,NA,NA,NA,4944,NA,NA
180081,3236,8204,7584,5199,4103541,4996381
180090,NA,NA,NA,1869,NA,NA
180106,29280,29280,6336,7695,37932404,51030695
180151,3359,10319,5092,5954,1291789,1342405
180160,2260,2260,4873,8807,958573,963000
180179,5780,17466,6208,6682,18387339,21747777
180197,3837,10977,5536,6287,6495073,9690883
180203,2410,2410,4305,15052,1449948,1655341
180212,2250,2250,4790,11592,2794385,2841165
180249,3094,9346,5581,6321,11300,11301
180258,21556,21556,4834,3829,8961765,9102711
180276,3061,8357,5381,5275,76422,84541
180328,2860,2860,3786,4569,3092915,3566201
180373,3900,7860,4781,7209,782811,903947
180391,NA,NA,NA,1843,NA,NA
180416,6494,19147,7070,9707,27356944,33309207
180461,6800,21391,8381,7321,105750482,126452621
180489,6099,22372,7988,8367,141550438,170167546
180522,5480,17312,5400,7771,3750537,4283188
180595,24530,24530,6385,7204,22957518,26250383
180647,4191,11463,5336,12354,10049820,11651056
180692,4761,15490,6124,7023,3656984,4183087
180771,NA,NA,NA,3935,NA,NA
180814,6450,6450,5483,2197,49179948,71206059
180832,13352,13352,5569,9543,1830835,2142532
180878,13592,13592,6431,11644,NA,NA
180902,2760,3960,6013,7125,5466957,6399017
180948,5668,5698,6817,5187,17652795,18833476
180957,NA,NA,NA,2750,NA,NA
180984,25950,25950,6191,5567,39819071,44461427
181002,35360,35360,8908,13517,336228000,439784000
181020,27200,27200,5852,10364,104259540,116006451
181093,19290,19290,4798,10440,1921631,1955169
181127,26280,26280,6376,8140,76792108,87180291
181145,NA,NA,5417,5366,NA,NA
181190,NA,NA,NA,5344,NA,NA
181215,6586,12744,7076,7658,65712,65712
181242,15352,15352,4676,1904,NA,NA
181297,13614,13614,5999,9321,5841018,6576589
181303,2610,3803,6842,5007,2075792,2285014
